statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
"Paciente adolescente com Diabetes Mellitus tipo 1. Prescrição: 14 UI de insulina regular e 24 UI de insulina NPH. Disponível: insulina regular Humulin R 100UI/mL (frasco 10 mL) e insulina NPH Novolin N 100UI/mL (frasco 3 mL). Qual a via de administração e o volume a ser administrado de insulina regular e NPH, respectivamente?","Via subcutânea, 1,4 mL e 2,4 mL.","Via subcutânea, 0,14 mL e 0,24 mL.","Via intradérmica, 0,14 mL e 0,24 mL.","Via intravenosa, 1,4 mL e 0,24 mL.",,B,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,fundamentos-de-enfermagem,calculo-de-medicamentos,2022,"Com concentração de 100 UI/mL, 14 UI equivalem a 0,14 mL e 24 UI equivalem a 0,24 mL (regra de três simples: 100UI—1mL). A via de administração padrão de insulina (regular e NPH) na rotina é subcutânea, não intradérmica nem intravenosa — B é a única alternativa com via e volumes corretos.",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",14,41,,"cálculo de medicamentos,insulina,via subcutânea",ACTIVE,banco-de-questoes-enfermagem,1.0
"A cultura de segurança do paciente configura-se em cinco características: 1) responsabilidade compartilhada pela segurança entre todos os trabalhadores; 2) prioriza a segurança acima de metas financeiras e operacionais; 3) encoraja e recompensa a identificação, notificação e resolução dos problemas relacionados à segurança; 4) promove o aprendizado organizacional a partir de incidentes; e","5) cultura que proporciona recursos, estrutura e responsabilização para a manutenção efetiva da segurança.","5) cultura que apoia a gestão de riscos voltada a iniciativas, procedimentos e condutas.","5) cultura que promove a capacitação de gerentes, profissionais e equipes de saúde em segurança do paciente.","5) cultura que elabora e apoia a implementação de protocolos, guias e manuais de segurança do paciente.",,A,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,seguranca-do-paciente,cultura-de-seguranca-do-paciente-pnsp,2022,"A quinta característica formalmente descrita da cultura de segurança do paciente (na literatura adotada pela PNSP/ANVISA) é a disponibilização de recursos, estrutura organizacional e responsabilização (accountability) para sustentar a segurança de forma efetiva — A. As demais alternativas descrevem ações derivadas (capacitação, protocolos, gestão de riscos), mas não correspondem ao quinto pilar formalmente definido.",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",14,42,,"cultura de segurança do paciente,PNSP",ACTIVE,banco-de-questoes-enfermagem,1.0
"De acordo com o Código de Ética dos Profissionais de Enfermagem (CEPE), embasado na Resolução COFEN n. 564/2017, é um","dever do profissional de enfermagem, de acordo com o artigo 22, recusar-se a executar atividades que não sejam da sua competência técnica, científica, ética e legal ou que não ofereçam segurança ao profissional, à pessoa, à família e à coletividade.","dever do profissional de enfermagem, de acordo com o artigo 50, assegurar a prática profissional mediante consentimento prévio do paciente, representante ou responsável legal, ou decisão judicial.","direito do profissional de enfermagem, de acordo com o artigo 43, respeitar o pudor, a privacidade e a intimidade da pessoa, em todo seu ciclo vital e nas situações de morte e pós-morte.","direito do profissional de enfermagem, de acordo com o artigo 24, exercer a profissão com justiça, compromisso, equidade, resolutividade, dignidade, competência, responsabilidade, honestidade e lealdade.",,A,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,etica-e-legislacao-em-enfermagem,codigo-de-etica-dos-profissionais-de-enfermagem,2022,"O art. 22 do CEPE (Resolução COFEN nº 564/2017) estabelece exatamente como DEVER a recusa em executar atividades fora da competência técnica/legal ou sem segurança — A. As alternativas C e D descrevem, na verdade, DEVERES (não direitos) do profissional (respeitar privacidade; exercer a profissão com os valores citados), invertendo a classificação; e B corresponde a um dever, mas descrito de forma incompleta/imprecisa quanto ao artigo correspondente na estrutura da resolução.",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",14,43,,"CEPE,COFEN 564/2017,deveres e direitos",ACTIVE,banco-de-questoes-enfermagem,1.0
O sistema respiratório tem como principal função a promoção das trocas gasosas. No exame físico do sistema respiratório,a detecção do peito de pombo (pectus carinatum) é quando se observa uma deformidade na qual o esterno fica deprimido ao nível do terço inferior e os órgãos que se situam abaixo dele são comprimidos.,"a respiração de Cheyne-Stokes, também chamada de dispneia periódica, corresponde à respiração profunda, e sua frequência pode ser rápida, normal ou lenta.","os sons encontrados na ausculta podem ser: claro pulmonar, hipersonoro, timpânico, maciço e submaciço, de tal modo que o som hipersonoro indica aumento do ar nos pulmões ou no espaço pleural.","o baqueteamento digital é uma anormalidade na qual as falanges distais e as unhas apresentam o formato de bulbo, podendo ser relacionado a cardiopatias e doenças respiratórias.",,D,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,fundamentos-de-enfermagem,exame-fisico,2022,"O baqueteamento digital (dedos em baqueta de tambor) é corretamente descrito em D, associado a cardiopatias congênitas cianóticas e doenças pulmonares crônicas. A alternativa A descreve, na verdade, o pectus excavatum (não o pectus carinatum, que é a protrusão do esterno, não depressão); a respiração de Cheyne-Stokes é caracterizada por ciclos de aumento e diminuição da amplitude respiratória intercalados com apneia, não simplesmente ""respiração profunda"" (corrigindo B); e os sons de percussão (claro pulmonar, hipersonoro, timpânico, maciço, submaciço) pertencem à PERCUSSÃO, não à ausculta (corrigindo C).",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",14,44,,"exame físico respiratório,semiologia",ACTIVE,banco-de-questoes-enfermagem,1.0
"Os Equipamentos de Proteção Individual (EPI) são dispositivos destinados a proteger o trabalhador de riscos à sua segurança e saúde, embora não garantam sozinhos a interrupção da transmissão de agentes infecciosos. Neste contexto, os pacientes",e os profissionais devem utilizar a máscara N95 para precauções de transmissão por aerossóis quando apresentam tuberculose pulmonar (suspeita ou confirmada).,em precauções para aerossóis fazem com que seja indispensável que os profissionais da área da saúde utilizem obrigatoriamente a máscara N95 ou PFF2 ao entrar no quarto.,com diagnóstico do estado de infecção em hipótese devem ser assistidos utilizando-se as precauções padrão em substituição das precauções específicas.,"com doenças transmitidas por gotículas, com tamanho menor que 5 μm, devem ser assistidos utilizando-se a máscara cirúrgica.",,B,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,biosseguranca,equipamentos-de-protecao-individual,2022,"Na precaução por aerossóis, o uso de máscara N95/PFF2 pelo profissional ao entrar no quarto é obrigatório (B) — já o PACIENTE com tuberculose, ao se deslocar, usa máscara cirúrgica, não N95 (corrigindo A, que atribui indevidamente N95 também ao paciente); precauções específicas complementam, e não substituem, as precauções padrão (corrigindo C); e gotículas são partículas MAIORES que 5 μm, não menores (a definição de menores que 5 μm corresponde a aerossóis, corrigindo D).",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",15,45,,"EPI,precaução por aerossóis,N95",ACTIVE,banco-de-questoes-enfermagem,1.0
"De acordo com o Manual do Pé Diabético do Ministério da Saúde (2016), mediante a classificação de risco do Pé Diabético, há uma periodicidade recomendada para avaliação dos pés. Para a classificação de pés na categoria de risco","0, recomenda-se avaliação anual, preferencialmente com equipe especializada.","1, recomenda-se avaliação a cada 3 a 6 meses, com médico ou enfermeiro da atenção básica.","2, recomenda-se avaliação a cada 3 a 6 meses, com médico ou enfermeiro da atenção básica, ou que se encaminhe para outro ponto de atenção.","3, recomenda-se avaliação quinzenal, preferencialmente com equipe especializada.",,C,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,enfermagem-medico-cirurgica,pe-diabetico-e-doencas-cronicas,2022,"O Manual do Pé Diabético (MS, 2016) recomenda, para a categoria de risco 2, avaliação a cada 3-6 meses podendo ser feita na atenção básica ou com encaminhamento — C. A categoria 0 tem avaliação anual sem necessidade obrigatória de equipe especializada (corrigindo A); a categoria 1 tem periodicidade anual, não de 3-6 meses (corrigindo B); e a categoria 3 exige avaliação a cada 1-3 meses com equipe especializada, não quinzenal (corrigindo D).",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",15,46,,"pé diabético,Manual MS 2016,classificação de risco",ACTIVE,banco-de-questoes-enfermagem,1.0
"Paciente admitido na clínica de nefrologia com diagnóstico médico de nefrite. A Resolução COFEN n. 358/2009 aborda que a SAE organiza o trabalho profissional quanto ao método, pessoal e instrumentos. Neste contexto, no momento da admissão, a enfermagem deverá",colocar em prática todas as ações e intervenções de enfermagem determinadas anteriormente.,"verificar mudanças nas respostas da pessoa, família ou coletividade humana, em um dado momento do processo saúde-doença.",interpretar e agrupar os dados coletados e decidir sobre os diagnósticos de enfermagem.,verificar se as ações e intervenções prescritas estão gerando o resultado esperado.,,B,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,sistematizacao-da-assistencia-de-enfermagem-sae,processo-de-enfermagem,2022,"No momento da ADMISSÃO, a etapa do processo de enfermagem corresponde ao Histórico/Coleta de Dados — verificar o estado e as mudanças nas respostas da pessoa ao processo saúde-doença, conforme B. As demais descrevem etapas posteriores: colocar em prática ações (Implementação, A), interpretar dados para diagnosticar (Diagnóstico, C) e verificar resultado das intervenções (Avaliação, D) — nenhuma delas é a etapa correspondente ao momento da admissão.",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",15,47,,"SAE,histórico de enfermagem,admissão do paciente",ACTIVE,banco-de-questoes-enfermagem,1.0
"A Teoria de Wanda Horta foi desenvolvida a partir da teoria da motivação humana de Maslow, fundamentando-se nas necessidades humanas básicas. Considerando a denominação de João Mohana (necessidades psicobiológicas, psicossociais e psicoespirituais), no âmbito da prevenção do Pé Diabético (Manual do Pé Diabético, MS, 2016), constitui avaliação","neurológica, no âmbito das necessidades psicobiológicas, referente à regulação vascular, a verificação dos pulsos tibiais posteriores e pediosos.","geral, no âmbito das necessidades psicobiológicas de autoestima e autoimagem, a avaliação da qualidade de vida e da dor.","neurológica, no âmbito das necessidades psicossociais de integridade cutâneo-mucosa, a verificação do estado de unhas, pele e presença de deformidades nos pés.","neurológica, no âmbito da necessidade psicobiológica de percepção, a avaliação da sensibilidade tátil por meio dos monofilamentos Semmes-Weinstein, de 10 gramas.",,D,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,fundamentos-de-enfermagem,teorias-de-enfermagem,2022,"A avaliação da sensibilidade tátil com monofilamentos de Semmes-Weinstein é uma avaliação NEUROLÓGICA (não vascular) enquadrada na necessidade psicobiológica de percepção — D. A alternativa A descreve corretamente uma avaliação vascular (pulsos), mas erroneamente a classifica como ""neurológica""; autoestima/autoimagem pertence às necessidades psicossociais, não psicobiológicas (corrigindo B); e integridade cutâneo-mucosa é necessidade psicobiológica, não psicossocial, além de a verificação de pele/unhas ser avaliação dermatológica/tegumentar, não neurológica (corrigindo C).",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",15,48,,"Teoria de Wanda Horta,pé diabético,avaliação neurológica",ACTIVE,banco-de-questoes-enfermagem,1.0
"As Infecções de Sítio Cirúrgico (ISC) ocorrem no pós-operatório em cerca de 3 a 20% dos procedimentos realizados. Nesse contexto, enquadra-se como medida preventiva para ISC:",administrar dose efetiva de antibioticoprofilaxia em até 60 minutos antes da incisão cirúrgica (vancomicina e ciprofloxacina iniciar infusão 4 horas antes da incisão).,"utilizar preparações alcoólicas (altamente bactericida, ação rápida e persistente) que contemplam álcool com clorexidina ou iodo para o preparo da pele do paciente.","utilizar clorexidina degermante em todo o corpo para todas as cirurgias, durante o banho, por 2 dias seguidos, exceto em mucosa uretral e timpânica.","realizar tricotomia de rotina, imediatamente antes da cirurgia, utilizando tricotomizador elétrico (uso de lâminas está contraindicado), dentro da sala de cirurgia.",,B,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,enfermagem-medico-cirurgica,cuidado-perioperatorio,2022,"O uso de preparações alcoólicas combinadas com clorexidina ou iodo para antissepsia da pele antes da cirurgia é medida preventiva de ISC reconhecida por sua ação bactericida rápida e persistente — B. Vancomicina e ciprofloxacino, quando indicados, iniciam infusão 1-2 horas antes (não 4h) da incisão (corrigindo A); o banho pré-operatório com clorexidina não é rotina universal obrigatória para ""todas as cirurgias"" (corrigindo C, que generaliza indevidamente); e a tricotomia, quando necessária, deve ser feita fora da sala de cirurgia e o mais próximo possível do horário do procedimento, não dentro da sala (corrigindo D).",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",16,49,,"infecção de sítio cirúrgico,antissepsia da pele,antibioticoprofilaxia",ACTIVE,banco-de-questoes-enfermagem,1.0
"São denominados Lesão Por Pressão (LPP) danos localizados na pele e/ou tecidos moles subjacentes, geralmente sobre uma proeminência óssea, causados por pressão intensa e/ou prolongada, em combinação com o cisalhamento do tecido. A Escala de Braden é uma ferramenta usada para avaliar o risco de um paciente desenvolver LPP. As LPP apresentam","conforme a Escala de Braden, menor risco de desenvolver lesão quando apresentam a menor pontuação.","alguns fatores envolvidos no desenvolvimento, tais como imobilidade (restrição ao leito), problemas na perfusão, desnutrição, umidade da pele e idade.","perda da pele em sua espessura parcial, com a exposição da derme, classificada em Lesão Por Pressão (LPP) em estágio 1.","perda da pele em sua espessura total, o que torna o tecido adiposo visível, considerada Lesão Por Pressão (LPP) em estágio 2.",,B,enfermeiro,centro-de-selecao-da-universidade-federal-de-goias,concurso-publico-prefeitura-municipal-de-goiania-edital-001-2020,fundamentos-de-enfermagem,prevencao-de-lesao-por-pressao,2022,"Imobilidade, perfusão comprometida, desnutrição, umidade excessiva da pele e idade avançada são fatores de risco classicamente reconhecidos para LPP — B. Na Escala de Braden, quanto MENOR a pontuação, MAIOR o risco (não menor, invertendo A); perda de pele com exposição de derme corresponde ao estágio 2, não ao estágio 1 (que é eritema sem perda de pele, corrigindo C); e perda de espessura total com tecido adiposo visível corresponde ao estágio 3, não ao estágio 2 (corrigindo D).",Prefeitura Municipal de Goiânia,"Concurso Público Edital 001/2020 — Prefeitura Municipal de Goiânia (Cronograma E, prova 26/06/2022) — Especialista em Saúde, Enfermeiro Geral",16,50,,"lesão por pressão,Escala de Braden,estadiamento",ACTIVE,banco-de-questoes-enfermagem,1.0
"O Hiperdia, criado através da Portaria nº 371/2002, é parte integrante do Plano Nacional de Reorganização da Atenção à Hipertensão Arterial (HA) e diabetes mellitus (DM). Uma das informações registradas pelo sistema é o sedentarismo; pelo programa é classificado como sedentário quem realiza menos de ______ minutos de exercício, _______ vezes por semana e não faz esforço físico pesado em casa ou no trabalho.",A) 15 / 4,B) 20 / 4,C) 30 / 3,D) 51195.99967592592,E) 21946.999675925927,C,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-do-adulto,pe-diabetico-e-doencas-cronicas,2023,"O Hiperdia classifica como sedentário o indivíduo que realiza menos de 30 minutos de exercício, 3 vezes por semana, sem esforço físico pesado adicional em casa ou no trabalho.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,14,48,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Texto-base (fragmento): ""Procrastinação: entenda essa inimiga. E livre-se dela."" Adiar tarefas importantes em prol de atividades inúteis é uma tendência universal, com raízes biológicas. A frase 'O homem que adia o trabalho está sempre a lutar com desastres' é da obra 'Os trabalhos e os dias', do poeta grego Hesíodo. O texto discute causas biológicas, psicológicas e sociais da procrastinação, citando a neurocientista Claudia Feitosa-Santana e o professor Joseph Ferrari, além de estratégias para vencer o hábito de adiar tarefas. (Bruno Carbinatto. Disponível em: https://vocesa.abril.com.br. Acesso em: 20/07/2023. Fragmento.)

Em “Não adies para amanhã nem depois de amanhã, pois não enche o celeiro o homem negligente, nem aquele que adia: a atenção faz o trabalho prosperar, [...]” (3º§), o trecho sublinhado “o homem negligente” é classificado sintaticamente como:",A) Sujeito da oração.,B) Predicativo da oração.,C) Objeto direto do verbo “encher”.,D) Objeto indireto do verbo “encher”.,E) Complemento nominal de “celeiro”.,A,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,portugues,sintaxe,2023,"Na construção com sujeito posposto “não enche o celeiro o homem negligente”, o termo “o homem negligente” é o sujeito da oração, concordando com o verbo “enche”.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,4,6,,,ACTIVE,banco-de-questoes-enfermagem,1.0
Podemos afirmar que a Extranet trata-se de uma,A) rede especializada para fornecer acesso à Internet em locais remotos e de difícil acesso.,"B) extensão da Intranet que permite o acesso limitado a parceiros, fornecedores e clientes autorizados.",C) rede pública que permite que várias organizações compartilhem recursos e informações sem restrições.,D) rede local que conecta inúmeros escritórios de uma mesma organização para compartilhamento de arquivos.,E) rede privada que permite o acesso remoto aos recursos internos de uma organização através de autenticação de dois fatores.,B,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,informatica,conceitos-de-internet-e-redes,2023,"A extranet é uma extensão da intranet de uma organização que permite acesso limitado e controlado a parceiros, fornecedores e clientes externos autorizados.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,7,20,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"“A Rede Cegonha é uma estratégia do Sistema Único de Saúde (SUS) do Brasil, lançada em 2011, com o objetivo de reorganizar a atenção à saúde materna e infantil, buscando melhorar a qualidade do atendimento e reduzir a mortalidade materno-infantil. Dentre outros, tem como objetivo fomentar a implementação de um modelo de atenção à saúde da mulher e à saúde da criança com foco na atenção ao parto, ao nascimento, ao crescimento e ao desenvolvimento da criança de zero aos _______ meses.” Assinale a alternativa que completa corretamente a afirmativa anterior.",A) seis,B) doze,C) dezoito,D) vinte e quatro,E) trinta,D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-da-mulher,assistencia-de-enfermagem-ao-pre-natal-parto-e-puerperio,2023,"A Rede Cegonha tem foco na atenção ao parto, ao nascimento e ao desenvolvimento da criança de zero aos 24 meses de idade.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,10,29,,,ACTIVE,banco-de-questoes-enfermagem,1.0
O Sistema de Informações Sobre Mortalidade (SIM) atua como fonte de dados e de informações que subsidiam a tomada de decisão em diversas áreas da assistência à saúde. O documento básico e essencial à coleta de dados da mortalidade no Brasil é a declaração de óbito. Podemos afirmar que a emissão de tal declaração é de responsabilidade,A) exclusiva do Ministério da Saúde.,B) exclusiva das Secretarias Municipais de Saúde.,C) das Secretarias Estaduais e Municipais de Saúde.,D) do Ministério da Saúde e das Secretarias Estaduais de Saúde.,"E) do Ministério da Saúde, das Secretarias Estaduais e Municipais de Saúde.",A,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-coletiva,sistemas-de-informacao-em-saude-sinan-sim,2023,"A emissão da declaração de óbito, documento básico do SIM, é responsabilidade compartilhada entre o Ministério da Saúde, as Secretarias Estaduais e as Secretarias Municipais de Saúde.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,13,44,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Considerando o fortalecimento do Sistema Único de Saúde (SUS), mediante a implantação do processo de regulação estabelecido pela Portaria nº 1.559/2008, o complexo regulador é a estrutura que operacionaliza as ações da regulação do acesso, podendo ter abrangência e estrutura pactuadas entre gestores, compreendendo como, por exemplo, o modelo estadual, regional e municipal. Podemos afirmar que o complexo regulador está organizado na Central de Regulação de:",A) Urgências.,B) Consultas e Exames.,C) Internações Hospitalares.,"D) Consultas e Exames; Internações Hospitalares; e, Urgências.","E) Consultas e Exames; Internações Hospitalares; Urgências; e, Alta Complexidade.",D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-do-sus,organizacao-direcao-e-gestao-do-sus,2023,"O complexo regulador organiza-se nas Centrais de Regulação de Consultas e Exames, Internações Hospitalares e Urgências, conforme a Portaria 1.559/2008.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,13,43,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Com base no MS-Excel, as funções de planilha são categorizadas de acordo com a sua funcionalidade. De acordo com as funções do MS-Excel, para somar o intervalo de células B2 até D5, com o critério de soma de apenas valores menores que 19, deve-se aplicar a seguinte função:",A) Fórmula SOMASE(B2:D5;<19),"B) Fórmula SOMA(B2:D5; ""<19"")",C) Fórmula SOMA(SE(B2:D5<19)),"D) Fórmula SOMASE(B2:D5;""<19"")",E) Fórmula SE(B2:D5<19;SOMA(B2:D5)),D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,informatica,microsoft-excel,2023,"A função SOMASE exige o critério entre aspas quando envolve operadores de comparação, resultando em =SOMASE(B2:D5;""<19""), a sintaxe correta.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,7,18,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O Plano Nacional pelo Fim da Tuberculose foi construído considerando a meta de redução da incidência e mortalidade desta doença infecciosa até o ano de 2035. A ILTB ocorre quando uma pessoa se encontra infectada pelo Mycobacterium tuberculosis, sem manifestação da doença ativa. Podemos afirmar que o período de latência tem a durabilidade de",A) até um ano.,B) até dois anos.,C) até seis meses.,D) até quatro anos.,E) se estender por muitos anos.,E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2023,"A Infecção Latente da Tuberculose (ILTB) pode se estender por muitos anos, já que o Mycobacterium tuberculosis pode permanecer latente no organismo por longos períodos sem manifestação da doença ativa.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,13,46,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O acordo de leniência é um ato administrativo negocial decorrente do exercício do poder sancionador do Estado, que visa à responsabilização de pessoas jurídicas pela prática de atos lesivos contra a Administração Pública nacional ou estrangeira. Considerando este acordo, assinale a afirmativa correta.",A) Sua celebração isentará a pessoa jurídica do valor da multa aplicável.,B) Não permite a extensão dos seus efeitos às pessoas jurídicas que integram o mesmo grupo econômico.,C) Sua proposta não poderá receber tratamento sigiloso e tramitará nos mesmos autos do processo administrativo de responsabilização.,D) A propositura e a celebração desse tipo de acordo são de competência exclusiva do Ministério Público no âmbito do inquérito civil ou durante o processamento de ação civil pública.,"E) Descumprido tal acordo, a pessoa jurídica ficará impedida de celebrar novo acordo pelo prazo de três anos contados do conhecimento pela Administração Pública do referido descumprimento.",E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-municipal-e-institucional,lei-anticorrupcao-12846-2013,2023,"A Lei Anticorrupção prevê que, descumprido o acordo de leniência, a pessoa jurídica fica impedida de celebrar novo acordo pelo prazo de três anos, contados do conhecimento pela Administração Pública do respectivo descumprimento.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,6,15,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A Rede de Atenção às Urgências (RAU) foi implementada no âmbito do Sistema Único de Saúde (SUS) para organizar e otimizar o atendimento às situações de urgência e emergência em saúde. A Rede de Atenção às Urgências (RAU) é constituída pelos seguintes componentes, EXCETO:",A) Hospitalar.,B) Sala de Estabilização.,C) Atenção Básica em Saúde.,"D) Promoção, Prevenção e Vigilância à Saúde.",E) Serviço Nacional de Atenção Integral à Saúde do Trabalhador.,E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,urgencia-e-emergencia,fundamentos-da-urgencia-e-emergencia,2023,"O “Serviço Nacional de Atenção Integral à Saúde do Trabalhador” não é um componente da Rede de Atenção às Urgências (RAU), que é composta por Promoção/Prevenção/Vigilância, Atenção Básica, SAMU, Sala de Estabilização, Força Nacional de Saúde, UPA/24h, Hospitalar e Atenção Domiciliar.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,9,28,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Texto-base (fragmento): ""Procrastinação: entenda essa inimiga. E livre-se dela."" Adiar tarefas importantes em prol de atividades inúteis é uma tendência universal, com raízes biológicas. A frase 'O homem que adia o trabalho está sempre a lutar com desastres' é da obra 'Os trabalhos e os dias', do poeta grego Hesíodo. O texto discute causas biológicas, psicológicas e sociais da procrastinação, citando a neurocientista Claudia Feitosa-Santana e o professor Joseph Ferrari, além de estratégias para vencer o hábito de adiar tarefas. (Bruno Carbinatto. Disponível em: https://vocesa.abril.com.br. Acesso em: 20/07/2023. Fragmento.)

Assinale a alternativa cujo trecho apresenta dois advérbios.",A) “Outra dica realista é aceitar um pouco de procrastinação.” (17º§),B) “O homem que adia o trabalho está sempre a lutar com desastres.” (1º§),C) “E fazer o mais difícil primeiro serve de incentivo para matar o resto […]” (15º§),"D) “Nosso cérebro é bom em escolher o que nos traz benefício no aqui e agora, [...]” (8º§)",E) “O lado primitivo do seu cérebro sempre vai preferir gastar energia e atenção com algo que traga resultado imediato.” (9º§),D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,portugues,sintaxe,2023,"Em “Nosso cérebro é bom em escolher o que nos traz benefício no aqui e agora”, há dois advérbios de lugar/tempo (“aqui” e “agora”), caracterizando a alternativa “d”.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,4,5,,,ACTIVE,banco-de-questoes-enfermagem,1.0
